MIN=0	-1	-5	-10	-3
MAX=905,096679918781	1	5	10	3
SCALE=905,096679918781	0,5	5	5	1
DEC=1	3	4	2	4
DEF="Zeit" t / s	"Weg" s_A1 / m	"winkel" w / rad	"Spannung" U_B1 / V	"U_k" U_k / V
0	-0,131	-1,42546245919478	2,58	0,0100000000000002
0,100139749999926	-0,162	-1,76278563656148	2,75	0,18
0,199219000000085	-0,176	-1,91512513601741	2,9	0,33
0,299353500000052	-0,172	-1,87159956474429	3,01	0,44
0,401534500000025	-0,15	-1,63220892274211	3,065	0,495
0,499201000000085	-0,114	-1,240478781284	3,065	0,495
0,599111999999877	-0,066	-0,718171926006529	3,03	0,46
0,700058749999926	-0,009	-0,0979325353645267	2,92	0,35
0,799099249999927	0,047	0,511425462459195	2,765	0,195
0,900372750000088	0,1	1,08813928182807	2,595	0,0250000000000004
1,00157399999989	0,142	1,54515778019586	2,425	-0,145
1,09918274999995	0,168	1,82807399347116	2,265	-0,305
1,20029849999992	0,176	1,91512513601741	2,155	-0,415
1,30030299999999	0,166	1,8063112078346	2,085	-0,485
1,40049425000007	0,137	1,49075081610446	2,065	-0,505
1,5015464999999	0,093	1,01196953210011	2,08	-0,49
1,59927924999988	0,04	0,43525571273123	2,17	-0,4
1,70041399999991	-0,019	-0,206746463547334	2,31	-0,26
1,80055274999995	-0,076	-0,826985854189336	2,475	-0,0949999999999998
1,89931799999999	-0,125	-1,36017410228509	2,645	0,0750000000000002
2,00117799999998	-0,163	-1,77366702937976	2,82	0,25
2,10047175	-0,183	-1,99129488574538	2,955	0,385
2,19954525000003	-0,184	-2,00217627856366	3,035	0,465
2,30054575000008	-0,167	-1,81719260065288	3,075	0,505
2,39933100000007	-0,133	-1,44722524483134	3,07	0,5
2,49947374999988	-0,084	-0,914036996735582	2,985	0,415
2,600594	-0,027	-0,29379760609358	2,855	0,285
2,70053174999998	0,033	0,359085963003264	2,695	0,125
2,80073799999991	0,09	0,979325353645267	2,52	-0,0499999999999998
2,90054499999997	0,136	1,47986942328618	2,35	-0,22
3,00041725000006	0,169	1,83895538628945	2,21	-0,36
3,09962324999992	0,184	2,00217627856366	2,115	-0,455
3,20045624999989	0,178	1,93688792165397	2,07	-0,5
3,30068024999991	0,152	1,65397170837867	2,07	-0,5
3,39965875000007	0,112	1,21871599564744	2,11	-0,46
3,49966324999991	0,058	0,631120783460283	2,225	-0,345
3,59981599999992	-0,002	-0,0217627856365615	2,375	-0,195
3,7005795	-0,063	-0,685527747551687	2,55	-0,02
3,79968325000004	-0,116	-1,26224156692057	2,715	0,145
3,9004809999999	-0,159	-1,73014145810664	2,875	0,305
3,9995735	-0,184	-2,00217627856366	2,99	0,42
4,09955599999989	-0,192	-2,0892274211099	3,05	0,48
4,20074275000002	-0,179	-1,94776931447225	3,065	0,495
4,30063874999996	-0,147	-1,59956474428727	3,04	0,47
4,40078149999999	-0,1	-1,08813928182807	2,935	0,365
4,49971349999987	-0,044	-0,478781284004353	2,795	0,225000000000001
4,59961874999999	0,017	0,184983677910773	2,62	0,0500000000000003
4,70009374999995	0,077	0,837867247007617	2,445	-0,125
4,80065424999998	0,128	1,39281828073993	2,285	-0,285
4,89986275000001	0,166	1,8063112078346	2,165	-0,405
5,00070200000005	0,185	2,01305767138194	2,085	-0,485
5,09961950000002	0,184	2,00217627856366	2,06	-0,51
5,20086324999988	0,164	1,78454842219804	2,065	-0,505
5,29984124999987	0,125	1,36017410228509	2,16	-0,41
5,40067350000004	0,073	0,794341675734494	2,29	-0,28
5,50083175000009	0,013	0,14145810663765	2,45	-0,12
5,60110525000005	-0,049	-0,533188248095756	2,625	0,0550000000000002
5,70091424999987	-0,106	-1,15342763873776	2,79	0,22
5,79987875000006	-0,151	-1,64309031556039	2,93	0,36
5,90075400000001	-0,182	-1,98041349292709	3,02	0,45
5,99973900000009	-0,194	-2,11099020674646	3,07	0,5
6,10097700000006	-0,185	-2,01305767138194	3,065	0,495
6,19996524999988	-0,158	-1,71926006528836	3,005	0,435
6,30097724999996	-0,114	-1,240478781284	2,88	0,31
6,39996399999995	-0,059	-0,642002176278564	2,715	0,145
6,49988400000007	0,002	0,0217627856365615	2,55	-0,02
6,60105199999998	0,064	0,696409140369967	2,375	-0,195
6,70017424999992	0,117	1,27312295973885	2,235	-0,335
6,80199349999998	0,159	1,73014145810664	2,12	-0,45
6,89957075000007	0,182	1,98041349292709	2,07	-0,5
7,00001174999989	0,186	2,02393906420022	2,065	-0,505
7,09981700000003	0,17	1,84983677910773	2,095	-0,475
7,19986425000002	0,136	1,47986942328618	2,205	-0,365
7,30096099999992	0,086	0,935799782372144	2,345	-0,225
7,40004524999995	0,028	0,304678998911861	2,515	-0,0549999999999997
7,50105174999999	-0,034	-0,369967355821545	2,685	0,115
7,60013350000008	-0,091	-0,990206746463547	2,85	0,28
7,70008325000003	-0,14	-1,5233949945593	2,965	0,395
7,80015800000001	-0,174	-1,89336235038085	3,045	0,475
7,90005374999987	-0,19	-2,06746463547334	3,07	0,5
8,00006525000003	-0,187	-2,0348204570185	3,06	0,49
8,10007924999991	-0,164	-1,78454842219804	2,965	0,395
8,2002665	-0,124	-1,34929270946681	2,825	0,255
8,30117900000005	-0,072	-0,783460282916213	2,66	0,0900000000000003
8,40106100000003	-0,012	-0,130576713819369	2,48	-0,0899999999999999
8,50344524999991	0,049	0,533188248095756	2,325	-0,245
8,60017375000007	0,102	1,10990206746464	2,19	-0,38
8,69992200000002	0,146	1,58868335146899	2,1	-0,47
