Frequency,Channel A,Channel B
(ms),(V),(V)

-5.02012501,0.57942440,4.38535700
-5.01756501,0.57942440,4.38535700
-5.01500501,0.57942440,4.38535700
-5.01244501,0.57942440,4.38535700
-5.00988501,0.57942440,4.38535700
-5.00732501,0.57942440,4.38535700
-5.00476501,0.57942440,4.38535700
-5.00220501,0.57942440,4.38535700
-4.99964501,0.57942440,4.34019000
-4.99708501,0.57942440,4.34019000
-4.99452501,0.57942440,4.34019000
-4.99196501,0.57942440,4.38535700
-4.98940501,0.57942440,4.34019000
-4.98684501,0.57942440,4.34019000
-4.98428501,0.57942440,4.34019000
-4.98172501,0.57942440,4.34019000
-4.97916501,0.57942440,4.34019000
-4.97660501,0.57942440,4.34019000
-4.97404501,0.57942440,4.34019000
-4.97148501,0.57942440,4.34019000
-4.96892501,0.57942440,4.34019000
-4.96636501,0.57942440,4.34019000
-4.96380501,0.57942440,4.34019000
-4.96124501,0.57942440,4.34019000
-4.95868501,0.57942440,4.34019000
-4.95612501,0.57942440,4.34019000
-4.95356501,0.57942440,4.34019000
-4.95100501,0.57942440,4.34019000
-4.94844501,0.57942440,4.34019000
-4.94588501,0.57942440,4.34019000
-4.94332501,0.57942440,4.34019000
-4.94076501,0.57942440,4.29502200
-4.93820501,0.57942440,4.29502200
-4.93564501,0.57942440,4.29502200
-4.93308501,0.57942440,4.29502200
-4.93052501,0.57942440,4.29502200
-4.92796501,0.57942440,4.29502200
-4.92540501,0.57942440,4.29502200
-4.92284501,0.57942440,4.29502200
-4.92028501,0.57942440,4.29502200
-4.91772501,0.57942440,4.29502200
-4.91516501,0.57942440,4.29502200
-4.91260501,0.57942440,4.29502200
-4.91004501,0.57942440,4.29502200
-4.90748501,0.57942440,4.29502200
-4.90492501,0.57942440,4.29502200
-4.90236501,0.57942440,4.25000800
-4.89980501,0.57942440,4.25000800
-4.89724501,0.57942440,4.25000800
-4.89468501,0.57942440,4.25000800
-4.89212501,0.57942440,4.29502200
-4.88956501,0.57942440,4.25000800
-4.88700501,0.57942440,4.25000800
-4.88444501,0.57942440,4.25000800
-4.88188501,0.57942440,4.25000800
-4.87932501,0.57942440,4.25000800
-4.87676501,0.57942440,4.20484000
-4.87420501,0.57942440,4.20484000
-4.87164501,0.57942440,4.20484000
-4.86908501,0.57942440,4.25000800
-4.86652501,0.57942440,4.20484000
-4.86396501,0.57942440,4.20484000
-4.86140501,0.57942440,4.20484000
-4.85884501,0.57942440,4.20484000
-4.85628501,0.57942440,4.20484000
-4.85372501,0.57942440,4.20484000
-4.85116501,0.57942440,4.20484000
-4.84860501,0.57942440,4.20484000
-4.84604501,0.57942440,4.20484000
-4.84348501,0.57942440,4.20484000
-4.84092501,0.57942440,4.20484000
-4.83836501,0.57942440,4.20484000
-4.83580501,0.57942440,4.20484000
-4.83324501,0.57942440,4.20484000
-4.83068501,0.57942440,4.20484000
-4.82812501,0.57942440,4.20484000
-4.82556501,0.57942440,4.20484000
-4.82300501,0.57942440,4.20484000
-4.82044501,0.57942440,4.20484000
-4.81788501,0.57942440,4.20484000
-4.81532501,0.57942440,4.20484000
-4.81276501,0.57942440,4.20484000
-4.81020501,0.57942440,4.20484000
-4.80764501,0.57942440,4.20484000
-4.80508501,0.57942440,4.15967300
-4.80252501,0.57942440,4.15967300
-4.79996501,0.57942440,4.15967300
-4.79740501,0.57942440,4.15967300
-4.79484501,0.57942440,4.15967300
-4.79228501,0.57942440,4.15967300
-4.78972501,0.57942440,4.15967300
-4.78716501,0.57942440,4.15967300
-4.78460501,0.57942440,4.11465800
-4.78204501,0.57942440,4.15967300
-4.77948501,0.57036040,4.15967300
-4.77692501,0.57942440,4.11465800
-4.77436501,0.57942440,4.11465800
-4.77180501,0.57942440,4.11465800
-4.76924501,0.57942440,4.11465800
-4.76668501,0.57942440,4.11465800
-4.76412501,0.57942440,4.11465800
-4.76156501,0.57942440,4.11465800
-4.75900501,0.57942440,4.11465800
-4.75644501,0.57942440,4.11465800
-4.75388501,0.57942440,4.06949000
-4.75132501,0.57942440,4.06949000
-4.74876501,0.57942440,4.11465800
-4.74620501,0.57942440,4.06949000
-4.74364501,0.57942440,4.06949000
-4.74108501,0.57942440,4.06949000
-4.73852501,0.57942440,4.06949000
-4.73596501,0.57942440,4.02447600
-4.73340501,0.57942440,4.06949000
-4.73084501,0.57942440,4.06949000
-4.72828501,0.57942440,4.02447600
-4.72572501,0.57942440,4.02447600
-4.72316501,0.57942440,4.06949000
-4.72060501,0.57942440,4.02447600
-4.71804501,0.57942440,4.02447600
-4.71548501,0.57942440,4.02447600
-4.71292501,0.57942440,4.02447600
-4.71036501,0.57942440,4.02447600
-4.70780501,0.57942440,4.02447600
-4.70524501,0.57942440,4.02447600
-4.70268501,0.57942440,4.02447600
-4.70012501,0.57942440,4.02447600
-4.69756501,0.57942440,3.97930800
-4.69500501,0.57942440,3.97930800
-4.69244501,0.57942440,4.02447600
-4.68988501,0.57942440,3.97930800
-4.68732501,0.57942440,3.97930800
-4.68476501,0.57942440,3.97930800
-4.68220501,0.57942440,3.97930800
-4.67964501,0.57036040,3.97930800
-4.67708501,0.57942440,3.93414100
-4.67452501,0.57942440,3.97930800
-4.67196501,0.57942440,3.97930800
-4.66940501,0.57942440,3.97930800
-4.66684501,0.57942440,3.97930800
-4.66428501,0.57942440,3.97930800
-4.66172501,0.57942440,3.93414100
-4.65916501,0.57942440,3.93414100
-4.65660501,0.57942440,3.93414100
-4.65404501,0.57036040,3.93414100
-4.65148501,0.57942440,3.93414100
-4.64892501,0.57942440,3.93414100
-4.64636501,0.57942440,3.88912600
-4.64380501,0.57942440,3.88912600
-4.64124501,0.57942440,3.93414100
-4.63868501,0.57942440,3.88912600
-4.63612501,0.57942440,3.88912600
-4.63356501,0.57942440,3.88912600
-4.63100501,0.57942440,3.88912600
-4.62844501,0.57942440,3.84395900
-4.62588501,0.57036040,3.88912600
-4.62332501,0.57942440,3.84395900
-4.62076501,0.57942440,3.84395900
-4.61820501,0.57036040,3.84395900
-4.61564501,0.57942440,3.84395900
-4.61308501,0.57942440,3.84395900
-4.61052501,0.57942440,3.84395900
-4.60796501,0.57942440,3.84395900
-4.60540501,0.57942440,3.84395900
-4.60284501,0.57942440,3.84395900
-4.60028501,0.57942440,3.84395900
-4.59772501,0.57942440,3.84395900
-4.59516501,0.57942440,3.84395900
-4.59260501,0.57036040,3.84395900
-4.59004501,0.57036040,3.84395900
-4.58748501,0.57942440,3.79879100
-4.58492501,0.57036040,3.79879100
-4.58236501,0.57036040,3.79879100
-4.57980501,0.57036040,3.79879100
-4.57724501,0.57942440,3.79879100
-4.57468501,0.57036040,3.79879100
-4.57212501,0.57942440,3.79879100
-4.56956501,0.57942440,3.79879100
-4.56700501,0.57036040,3.75377700
-4.56444501,0.57036040,3.79879100
-4.56188501,0.57036040,3.79879100
-4.55932501,0.57036040,3.75377700
-4.55676501,0.57036040,3.75377700
-4.55420501,0.57036040,3.75377700
-4.55164501,0.57036040,3.75377700
-4.54908501,0.57036040,3.70860900
-4.54652501,0.57036040,3.70860900
-4.54396501,0.57036040,3.70860900
-4.54140501,0.57942440,3.70860900
-4.53884501,0.57036040,3.70860900
-4.53628501,0.57036040,3.70860900
-4.53372501,0.57036040,3.70860900
-4.53116501,0.57036040,3.66359400
-4.52860501,0.57942440,3.66359400
-4.52604501,0.57942440,3.66359400
-4.52348501,0.57036040,3.66359400
-4.52092501,0.57036040,3.66359400
-4.51836501,0.57036040,3.66359400
-4.51580501,0.57036040,3.66359400
-4.51324501,0.57036040,3.66359400
-4.51068501,0.57942440,3.66359400
-4.50812501,0.57036040,3.66359400
-4.50556501,0.57036040,3.66359400
-4.50300501,0.57036040,3.66359400
-4.50044501,0.57036040,3.66359400
-4.49788501,0.57942440,3.61842700
-4.49532501,0.57036040,3.61842700
-4.49276501,0.57036040,3.61842700
-4.49020501,0.57036040,3.61842700
-4.48764501,0.57036040,3.61842700
-4.48508501,0.57036040,3.61842700
-4.48252501,0.57942440,3.61842700
-4.47996501,0.57036040,3.61842700
-4.47740501,0.57036040,3.61842700
-4.47484501,0.57036040,3.57326000
-4.47228501,0.57036040,3.57326000
-4.46972501,0.57036040,3.57326000
-4.46716501,0.57036040,3.57326000
-4.46460501,0.57036040,3.57326000
-4.46204501,0.57036040,3.57326000
-4.45948501,0.57036040,3.57326000
-4.45692501,0.57036040,3.52824500
-4.45436501,0.57036040,3.52824500
-4.45180501,0.57036040,3.52824500
-4.44924501,0.57036040,3.52824500
-4.44668501,0.57036040,3.52824500
-4.44412501,0.56132690,3.52824500
-4.44156501,0.57036040,3.48307800
-4.43900501,0.57036040,3.52824500
-4.43644501,0.57036040,3.48307800
-4.43388501,0.57036040,3.48307800
-4.43132501,0.57942440,3.48307800
-4.42876501,0.56132690,3.48307800
-4.42620501,0.57036040,3.48307800
-4.42364501,0.57036040,3.48307800
-4.42108501,0.57036040,3.48307800
-4.41852501,0.57036040,3.48307800
-4.41596501,0.57036040,3.48307800
-4.41340501,0.57036040,3.48307800
-4.41084501,0.57036040,3.48307800
-4.40828501,0.57036040,3.48307800
-4.40572501,0.57036040,3.48307800
-4.40316501,0.56132690,3.43791000
-4.40060501,0.56132690,3.43791000
-4.39804501,0.57036040,3.43791000
-4.39548501,0.56132690,3.43791000
-4.39292501,0.56132690,3.43791000
-4.39036501,0.56132690,3.43791000
-4.38780501,0.56132690,3.39289500
-4.38524501,0.56132690,3.39289500
-4.38268501,0.56132690,3.39289500
-4.38012501,0.56132690,3.39289500
-4.37756501,0.56132690,3.39289500
-4.37500501,0.56132690,3.39289500
-4.37244501,0.56132690,3.39289500
-4.36988501,0.56132690,3.39289500
-4.36732501,0.56132690,3.34772800
-4.36476501,0.56132690,3.34772800
-4.36220501,0.56132690,3.34772800
-4.35964501,0.56132690,3.34772800
-4.35708501,0.56132690,3.30271300
-4.35452501,0.56132690,3.34772800
-4.35196501,0.57036040,3.30271300
-4.34940501,0.56132690,3.30271300
-4.34684501,0.57036040,3.30271300
-4.34428501,0.57036040,3.30271300
-4.34172501,0.56132690,3.30271300
-4.33916501,0.56132690,3.30271300
-4.33660501,0.56132690,3.30271300
-4.33404501,0.56132690,3.30271300
-4.33148501,0.57036040,3.30271300
-4.32892501,0.56132690,3.25754600
-4.32636501,0.56132690,3.30271300
-4.32380501,0.56132690,3.25754600
-4.32124501,0.56132690,3.25754600
-4.31868501,0.56132690,3.25754600
-4.31612501,0.56132690,3.25754600
-4.31356501,0.56132690,3.25754600
-4.31100501,0.56132690,3.25754600
-4.30844501,0.56132690,3.21237800
-4.30588501,0.56132690,3.21237800
-4.30332501,0.56132690,3.21237800
-4.30076501,0.56132690,3.21237800
-4.29820501,0.56132690,3.21237800
-4.29564501,0.56132690,3.21237800
-4.29308501,0.56132690,3.16736300
-4.29052501,0.56132690,3.16736300
-4.28796501,0.56132690,3.16736300
-4.28540501,0.56132690,3.16736300
-4.28284501,0.56132690,3.16736300
-4.28028501,0.56132690,3.16736300
-4.27772501,0.56132690,3.12219600
-4.27516501,0.56132690,3.12219600
-4.27260501,0.56132690,3.12219600
-4.27004501,0.56132690,3.12219600
-4.26748501,0.56132690,3.12219600
-4.26492501,0.56132690,3.12219600
-4.26236501,0.56132690,3.12219600
-4.25980501,0.56132690,3.12219600
-4.25724501,0.56132690,3.12219600
-4.25468501,0.56132690,3.12219600
-4.25212501,0.56132690,3.12219600
-4.24956501,0.56132690,3.12219600
-4.24700501,0.56132690,3.12219600
-4.24444501,0.56132690,3.07702900
-4.24188501,0.56132690,3.07702900
-4.23932501,0.56132690,3.07702900
-4.23676501,0.56132690,3.07702900
-4.23420501,0.56132690,3.07702900
-4.23164501,0.56132690,3.07702900
-4.22908501,0.56132690,3.07702900
-4.22652501,0.56132690,3.03201400
-4.22396501,0.56132690,3.03201400
-4.22140501,0.56132690,3.03201400
-4.21884501,0.56132690,3.03201400
-4.21628501,0.56132690,3.03201400
-4.21372501,0.56132690,2.98684600
-4.21116501,0.56132690,2.98684600
-4.20860501,0.56132690,2.98684600
-4.20604501,0.56132690,2.98684600
-4.20348501,0.56132690,2.98684600
-4.20092501,0.55226300,2.98684600
-4.19836501,0.56132690,2.94183200
-4.19580501,0.56132690,2.94183200
-4.19324501,0.56132690,2.94183200
-4.19068501,0.56132690,2.94183200
-4.18812501,0.56132690,2.94183200
-4.18556501,0.56132690,2.94183200
-4.18300501,0.56132690,2.94183200
-4.18044501,0.56132690,2.94183200
-4.17788501,0.56132690,2.94183200
-4.17532501,0.56132690,2.94183200
-4.17276501,0.56132690,2.94183200
-4.17020501,0.56132690,2.89666400
-4.16764501,0.56132690,2.89666400
-4.16508501,0.55226300,2.89666400
-4.16252501,0.56132690,2.89666400
-4.15996501,0.56132690,2.89666400
-4.15740501,0.56132690,2.89666400
-4.15484501,0.56132690,2.89666400
-4.15228501,0.56132690,2.85149700
-4.14972501,0.55226300,2.85149700
-4.14716501,0.56132690,2.85149700
-4.14460501,0.56132690,2.85149700
-4.14204501,0.56132690,2.85149700
-4.13948501,0.56132690,2.80648200
-4.13692501,0.56132690,2.85149700
-4.13436501,0.56132690,2.85149700
-4.13180501,0.56132690,2.80648200
-4.12924501,0.56132690,2.80648200
-4.12668501,0.55226300,2.80648200
-4.12412501,0.56132690,2.76131500
-4.12156501,0.56132690,2.76131500
-4.11900501,0.56132690,2.76131500
-4.11644501,0.56132690,2.76131500
-4.11388501,0.56132690,2.76131500
-4.11132501,0.56132690,2.76131500
-4.10876501,0.56132690,2.76131500
-4.10620501,0.56132690,2.76131500
-4.10364501,0.56132690,2.76131500
-4.10108502,0.56132690,2.76131500
-4.09852502,0.56132690,2.76131500
-4.09596502,0.56132690,2.71614700
-4.09340502,0.56132690,2.76131500
-4.09084502,0.55226300,2.71614700
-4.08828502,0.56132690,2.71614700
-4.08572502,0.55226300,2.71614700
-4.08316502,0.56132690,2.71614700
-4.08060502,0.56132690,2.71614700
-4.07804502,0.55226300,2.67113300
-4.07548502,0.55226300,2.67113300
-4.07292502,0.55226300,2.67113300
-4.07036502,0.55226300,2.67113300
-4.06780502,0.56132690,2.67113300
-4.06524502,0.55226300,2.67113300
-4.06268502,0.56132690,2.62596500
-4.06012502,0.55226300,2.62596500
-4.05756502,0.55226300,2.62596500
-4.05500502,0.55226300,2.62596500
-4.05244502,0.55226300,2.62596500
-4.04988502,0.54319890,2.58095000
-4.04732502,0.54319890,2.58095000
-4.04476502,0.55226300,2.62596500
-4.04220502,0.54319890,2.58095000
-4.03964502,0.55226300,2.58095000
-4.03708502,0.56132690,2.58095000
-4.03452502,0.55226300,2.58095000
-4.03196502,0.55226300,2.58095000
-4.02940502,0.55226300,2.58095000
-4.02684502,0.55226300,2.53578300
-4.02428502,0.54319890,2.58095000
-4.02172502,0.54319890,2.53578300
-4.01916502,0.55226300,2.53578300
-4.01660502,0.54319890,2.53578300
-4.01404502,0.55226300,2.53578300
-4.01148502,0.54319890,2.53578300
-4.00892502,0.54319890,2.53578300
-4.00636502,0.54319890,2.53578300
-4.00380502,0.54319890,2.49061600
-4.00124502,0.54319890,2.49061600
-3.99868502,0.55226300,2.49061600
-3.99612502,0.54319890,2.49061600
-3.99356502,0.54319890,2.44560100
-3.99100502,0.55226300,2.44560100
-3.98844502,0.54319890,2.49061600
-3.98588502,0.54319890,2.44560100
-3.98332502,0.54319890,2.44560100
-3.98076502,0.54319890,2.44560100
-3.97820502,0.54319890,2.44560100
-3.97564502,0.54319890,2.40043300
-3.97308502,0.54319890,2.40043300
-3.97052502,0.54319890,2.40043300
-3.96796502,0.54319890,2.40043300
-3.96540502,0.54319890,2.40043300
-3.96284502,0.54319890,2.40043300
-3.96028502,0.54319890,2.40043300
-3.95772502,0.54319890,2.40043300
-3.95516502,0.54319890,2.40043300
-3.95260502,0.54319890,2.40043300
-3.95004502,0.54319890,2.40043300
-3.94748502,0.54319890,2.40043300
-3.94492502,0.54319890,2.40043300
-3.94236502,0.54319890,2.35526600
-3.93980502,0.54319890,2.35526600
-3.93724502,0.54319890,2.35526600
-3.93468502,0.54319890,2.35526600
-3.93212502,0.54319890,2.35526600
-3.92956502,0.54319890,2.35526600
-3.92700502,0.54319890,2.31025100
-3.92444502,0.54319890,2.31025100
-3.92188502,0.54319890,2.31025100
-3.91932502,0.54319890,2.31025100
-3.91676502,0.54319890,2.31025100
-3.91420502,0.54319890,2.26508400
-3.91164502,0.54319890,2.31025100
-3.90908502,0.54319890,2.26508400
-3.90652502,0.54319890,2.26508400
-3.90396502,0.54319890,2.26508400
-3.90140502,0.54319890,2.26508400
-3.89884502,0.53416540,2.22006900
-3.89628502,0.53416540,2.22006900
-3.89372502,0.54319890,2.22006900
-3.89116502,0.53416540,2.22006900
-3.88860502,0.54319890,2.22006900
-3.88604502,0.54319890,2.22006900
-3.88348502,0.54319890,2.22006900
-3.88092502,0.54319890,2.22006900
-3.87836502,0.53416540,2.22006900
-3.87580502,0.54319890,2.22006900
-3.87324502,0.54319890,2.17490100
-3.87068502,0.53416540,2.17490100
-3.86812502,0.54319890,2.17490100
-3.86556502,0.54319890,2.17490100
-3.86300502,0.53416540,2.17490100
-3.86044502,0.53416540,2.17490100
-3.85788502,0.54319890,2.12973400
-3.85532502,0.53416540,2.17490100
-3.85276502,0.53416540,2.12973400
-3.85020502,0.53416540,2.12973400
-3.84764502,0.53416540,2.12973400
-3.84508502,0.53416540,2.12973400
-3.84252502,0.53416540,2.08471900
-3.83996502,0.53416540,2.08471900
-3.83740502,0.53416540,2.08471900
-3.83484502,0.53416540,2.08471900
-3.83228502,0.53416540,2.03955200
-3.82972502,0.53416540,2.08471900
-3.82716502,0.53416540,2.08471900
-3.82460502,0.53416540,2.03955200
-3.82204502,0.54319890,2.03955200
-3.81948502,0.53416540,2.03955200
-3.81692502,0.53416540,2.03955200
-3.81436502,0.53416540,2.03955200
-3.81180502,0.53416540,2.03955200
-3.80924502,0.53416540,2.03955200
-3.80668502,0.53416540,2.03955200
-3.80412502,0.53416540,2.03955200
-3.80156502,0.53416540,1.99438500
-3.79900502,0.53416540,2.03955200
-3.79644502,0.53416540,1.99438500
-3.79388502,0.53416540,1.99438500
-3.79132502,0.53416540,1.99438500
-3.78876502,0.53416540,1.99438500
-3.78620502,0.53416540,1.99438500
-3.78364502,0.53416540,1.99438500
-3.78108502,0.53416540,1.94937000
-3.77852502,0.53416540,1.99438500
-3.77596502,0.53416540,1.94937000
-3.77340502,0.53416540,1.94937000
-3.77084502,0.53416540,1.94937000
-3.76828502,0.53416540,1.94937000
-3.76572502,0.53416540,1.94937000
-3.76316502,0.52510150,1.90420200
-3.76060502,0.53416540,1.90420200
-3.75804502,0.53416540,1.90420200
-3.75548502,0.53416540,1.90420200
-3.75292502,0.53416540,1.85918800
-3.75036502,0.52510150,1.85918800
-3.74780502,0.52510150,1.85918800
-3.74524502,0.53416540,1.85918800
-3.74268502,0.52510150,1.85918800
-3.74012502,0.53416540,1.85918800
-3.73756502,0.53416540,1.85918800
-3.73500502,0.53416540,1.85918800
-3.73244502,0.52510150,1.85918800
-3.72988502,0.52510150,1.85918800
-3.72732502,0.53416540,1.85918800
-3.72476502,0.53416540,1.85918800
-3.72220502,0.53416540,1.81402000
-3.71964502,0.52510150,1.81402000
-3.71708502,0.52510150,1.81402000
-3.71452502,0.52510150,1.81402000
-3.71196502,0.53416540,1.76885300
-3.70940502,0.52510150,1.81402000
-3.70684502,0.52510150,1.76885300
-3.70428502,0.52510150,1.76885300
-3.70172502,0.52510150,1.76885300
-3.69916502,0.52510150,1.76885300
-3.69660502,0.52510150,1.76885300
-3.69404502,0.52510150,1.76885300
-3.69148502,0.52510150,1.72383800
-3.68892502,0.52510150,1.72383800
-3.68636502,0.52510150,1.72383800
-3.68380502,0.52510150,1.72383800
-3.68124502,0.52510150,1.67867100
-3.67868502,0.52510150,1.72383800
-3.67612502,0.53416540,1.67867100
-3.67356502,0.52510150,1.67867100
-3.67100502,0.53416540,1.67867100
-3.66844502,0.52510150,1.67867100
-3.66588502,0.52510150,1.67867100
-3.66332502,0.52510150,1.67867100
-3.66076502,0.52510150,1.67867100
-3.65820502,0.52510150,1.67867100
-3.65564502,0.52510150,1.67867100
-3.65308502,0.52510150,1.63350300
-3.65052502,0.52510150,1.63350300
-3.64796502,0.52510150,1.67867100
-3.64540502,0.52510150,1.63350300
-3.64284502,0.52510150,1.63350300
-3.64028502,0.52510150,1.63350300
-3.63772502,0.52510150,1.63350300
-3.63516502,0.52510150,1.63350300
-3.63260502,0.52510150,1.63350300
-3.63004502,0.52510150,1.58848800
-3.62748502,0.52510150,1.58848800
-3.62492502,0.52510150,1.58848800
-3.62236502,0.52510150,1.58848800
-3.61980502,0.52510150,1.58848800
-3.61724502,0.52510150,1.58848800
-3.61468502,0.52510150,1.54332100
-3.61212502,0.52510150,1.54332100
-3.60956502,0.52510150,1.54332100
-3.60700502,0.52510150,1.54332100
-3.60444502,0.52510150,1.49830600
-3.60188502,0.52510150,1.54332100
-3.59932502,0.52510150,1.54332100
-3.59676502,0.52510150,1.49830600
-3.59420502,0.52510150,1.49830600
-3.59164502,0.52510150,1.49830600
-3.58908502,0.52510150,1.49830600
-3.58652502,0.52510150,1.49830600
-3.58396502,0.52510150,1.49830600
-3.58140502,0.52510150,1.49830600
-3.57884502,0.52510150,1.49830600
-3.57628502,0.52510150,1.45313900
-3.57372502,0.52510150,1.49830600
-3.57116502,0.52510150,1.45313900
-3.56860502,0.51606800,1.45313900
-3.56604502,0.52510150,1.45313900
-3.56348502,0.52510150,1.45313900
-3.56092502,0.51606800,1.45313900
-3.55836502,0.52510150,1.45313900
-3.55580502,0.52510150,1.45313900
-3.55324502,0.51606800,1.45313900
-3.55068502,0.52510150,1.40797100
-3.54812502,0.51606800,1.40797100
-3.54556502,0.52510150,1.40797100
-3.54300502,0.51606800,1.40797100
-3.54044502,0.51606800,1.40797100
-3.53788502,0.52510150,1.36295700
-3.53532502,0.51606800,1.36295700
-3.53276502,0.51606800,1.36295700
-3.53020502,0.52510150,1.36295700
-3.52764502,0.51606800,1.36295700
-3.52508502,0.51606800,1.40797100
-3.52252502,0.51606800,1.31778900
-3.51996502,0.51606800,1.31778900
-3.51740502,0.51606800,1.31778900
-3.51484502,0.52510150,1.31778900
-3.51228502,0.51606800,1.31778900
-3.50972502,0.51606800,1.31778900
-3.50716502,0.51606800,1.31778900
-3.50460502,0.51606800,1.31778900
-3.50204502,0.51606800,1.31778900
-3.49948502,0.51606800,1.31778900
-3.49692502,0.51606800,1.31778900
-3.49436502,0.50700400,1.31778900
-3.49180502,0.52510150,1.31778900
-3.48924502,0.50700400,1.27262200
-3.48668502,0.52510150,1.31778900
-3.48412502,0.51606800,1.27262200
-3.48156502,0.50700400,1.27262200
-3.47900502,0.50700400,1.27262200
-3.47644502,0.50700400,1.27262200
-3.47388502,0.50700400,1.27262200
-3.47132502,0.50700400,1.22760700
-3.46876502,0.50700400,1.27262200
-3.46620502,0.51606800,1.27262200
-3.46364502,0.50700400,1.22760700
-3.46108502,0.50700400,1.22760700
-3.45852502,0.50700400,1.22760700
-3.45596502,0.50700400,1.22760700
-3.45340502,0.50700400,1.18244000
-3.45084502,0.50700400,1.18244000
-3.44828502,0.50700400,1.18244000
-3.44572502,0.50700400,1.18244000
-3.44316502,0.50700400,1.18244000
-3.44060502,0.50700400,1.13742500
-3.43804502,0.50700400,1.13742500
-3.43548502,0.50700400,1.13742500
-3.43292502,0.50700400,1.13742500
-3.43036502,0.50700400,1.13742500
-3.42780502,0.50700400,1.13742500
-3.42524502,0.50700400,1.13742500
-3.42268502,0.50700400,1.13742500
-3.42012502,0.50700400,1.13742500
-3.41756502,0.50700400,1.13742500
-3.41500502,0.50700400,1.13742500
-3.41244502,0.50700400,1.13742500
-3.40988502,0.50700400,1.13742500
-3.40732502,0.50700400,1.09225700
-3.40476502,0.50700400,1.09225700
-3.40220502,0.50700400,1.09225700
-3.39964502,0.50700400,1.09225700
-3.39708502,0.49794000,1.09225700
-3.39452502,0.50700400,1.09225700
-3.39196502,0.50700400,1.04709000
-3.38940502,0.50700400,1.04709000
-3.38684502,0.50700400,1.04709000
-3.38428502,0.50700400,1.04709000
-3.38172502,0.50700400,1.04709000
-3.37916502,0.50700400,1.04709000
-3.37660502,0.50700400,1.04709000
-3.37404502,0.50700400,1.04709000
-3.37148502,0.49794000,1.04709000
-3.36892502,0.50700400,1.00207500
-3.36636502,0.50700400,1.00207500
-3.36380502,0.50700400,1.00207500
-3.36124502,0.49794000,1.00207500
-3.35868502,0.50700400,1.00207500
-3.35612502,0.49794000,0.95690790
-3.35356502,0.49794000,0.95690790
-3.35100502,0.49794000,0.95690790
-3.34844502,0.50700400,0.95690790
-3.34588502,0.49794000,0.95690790
-3.34332502,0.49794000,0.95690790
-3.34076502,0.49794000,0.95690790
-3.33820502,0.49794000,0.95690790
-3.33564502,0.49794000,0.95690790
-3.33308502,0.49794000,0.95690790
-3.33052502,0.49794000,0.95690790
-3.32796502,0.49794000,0.95690790
-3.32540502,0.49794000,0.95690790
-3.32284502,0.49794000,0.91174050
-3.32028502,0.49794000,0.95690790
-3.31772502,0.49794000,0.91174050
-3.31516502,0.49794000,0.91174050
-3.31260502,0.49794000,0.91174050
-3.31004502,0.49794000,0.86672570
-3.30748502,0.49794000,0.91174050
-3.30492502,0.49794000,0.86672570
-3.30236502,0.49794000,0.91174050
-3.29980502,0.49794000,0.86672570
-3.29724502,0.49794000,0.86672570
-3.29468502,0.48890650,0.86672570
-3.29212502,0.49794000,0.86672570
-3.28956502,0.48890650,0.82155830
-3.28700502,0.49794000,0.86672570
-3.28444502,0.48890650,0.82155830
-3.28188502,0.48890650,0.82155830
-3.27932502,0.50700400,0.77654350
-3.27676502,0.48890650,0.82155830
-3.27420502,0.48890650,0.82155830
-3.27164502,0.49794000,0.82155830
-3.26908502,0.49794000,0.82155830
-3.26652502,0.48890650,0.77654350
-3.26396502,0.48890650,0.77654350
-3.26140502,0.48890650,0.77654350
-3.25884502,0.48890650,0.77654350
-3.25628502,0.48890650,0.77654350
-3.25372502,0.48890650,0.77654350
-3.25116502,0.48890650,0.77654350
-3.24860502,0.48890650,0.77654350
-3.24604502,0.48890650,0.77654350
-3.24348502,0.48890650,0.77654350
-3.24092502,0.48890650,0.77654350
-3.23836502,0.48890650,0.77654350
-3.23580502,0.48890650,0.77654350
-3.23324502,0.48890650,0.73137610
-3.23068502,0.48890650,0.73137610
-3.22812502,0.48890650,0.73137610
-3.22556502,0.48890650,0.73137610
-3.22300502,0.48890650,0.73137610
-3.22044502,0.48890650,0.73137610
-3.21788502,0.48890650,0.73137610
-3.21532502,0.48890650,0.73137610
-3.21276502,0.48890650,0.73137610
-3.21020502,0.48890650,0.68620870
-3.20764502,0.48890650,0.68620870
-3.20508502,0.48890650,0.68620870
-3.20252502,0.48890650,0.68620870
-3.19996502,0.48890650,0.68620870
-3.19740502,0.48890650,0.68620870
-3.19484502,0.48890650,0.68620870
-3.19228502,0.48890650,0.64119390
-3.18972502,0.48890650,0.64119390
-3.18716502,0.48890650,0.64119390
-3.18460502,0.48890650,0.64119390
-3.18204502,0.48890650,0.64119390
-3.17948502,0.48890650,0.59602650
-3.17692502,0.48890650,0.64119390
-3.17436502,0.48890650,0.64119390
-3.17180502,0.48890650,0.59602650
-3.16924502,0.48890650,0.59602650
-3.16668502,0.48890650,0.59602650
-3.16412502,0.48890650,0.59602650
-3.16156502,0.48890650,0.59602650
-3.15900502,0.48890650,0.59602650
-3.15644502,0.48890650,0.59602650
-3.15388502,0.48890650,0.59602650
-3.15132502,0.48890650,0.59602650
-3.14876502,0.47984250,0.59602650
-3.14620502,0.47984250,0.59602650
-3.14364502,0.48890650,0.55085910
-3.14108502,0.48890650,0.59602650
